ts,equity
2026-02-09T11:30:00.000000000Z,0.8400
2026-02-09T13:00:00.000000000Z,5.0400
2026-02-09T16:15:00.000000000Z,30.9120
2026-02-09T21:45:00.000000000Z,24.2620
2026-02-10T06:15:00.000000000Z,4.6620
2026-02-10T09:45:00.000000000Z,8.7220
2026-02-10T13:45:00.000000000Z,8.3020
2026-02-10T15:00:00.000000000Z,10.4720
2026-02-10T19:00:00.000000000Z,14.4620
2026-02-11T01:30:00.000000000Z,18.6620
2026-02-11T11:30:00.000000000Z,39.2910
2026-02-11T13:30:00.000000000Z,43.4910
2026-02-11T13:45:00.000000000Z,53.2910
2026-02-11T21:45:00.000000000Z,57.6310
2026-02-12T02:15:00.000000000Z,61.9710
2026-02-12T04:45:00.000000000Z,66.1710
2026-02-12T05:00:00.000000000Z,75.9710
2026-02-12T12:15:00.000000000Z,80.4510
2026-02-12T16:00:00.000000000Z,84.6510
2026-02-12T18:30:00.000000000Z,103.9570
2026-02-12T23:30:00.000000000Z,102.4170
2026-02-13T02:45:00.000000000Z,99.6170
2026-02-13T03:45:00.000000000Z,95.2770
2026-02-13T06:00:00.000000000Z,99.4770
2026-02-13T07:45:00.000000000Z,110.9430
2026-02-13T10:00:00.000000000Z,116.2630
2026-02-13T11:30:00.000000000Z,120.4630
2026-02-13T12:15:00.000000000Z,130.2630
2026-02-13T13:30:00.000000000Z,134.4630
2026-02-13T14:45:00.000000000Z,144.2630
2026-02-13T16:45:00.000000000Z,140.0630
2026-02-13T19:15:00.000000000Z,148.7430
2026-02-13T21:45:00.000000000Z,152.7330
